backward_sec,backward_sec_std,forward_sec,forward_sec_std,mode,param,seq_len
0.012484459000916104,0.0,0.003550834000634495,0.0,scan,l2ru,64
0.006144541999674402,0.0,0.007973457999469247,0.0,loop,l2ru,64
0.0048745409985713195,0.0,0.0016937079999479465,0.0,scan,zak,64
0.006615708000026643,0.0,0.0011908329997822875,0.0,loop,zak,64
