dataset,gamma,label,local_test_gain_max,local_test_gain_max_over_gamma,local_test_gain_mean,local_test_gain_p95,param,random_probe_max,random_probe_max_over_gamma,random_probe_mean,random_probe_p95,seed,target_gamma,worst_case_estimate,worst_case_over_gamma
Three-Tanks (local),2.0,L2RU | Three-Tanks (local),1.0143765211105347,0.5071882605552673,1.0143765211105347,1.0143765211105347,l2ru,1.0220050811767578,0.5110025405883789,0.9972869157791138,1.0166457891464233,0,2.0,1.0124146938323975,0.5062073469161987
Three-Tanks (local),2.0,ZAK | Three-Tanks (local),1.0085681676864624,0.5042840838432312,1.0085681676864624,1.0085681676864624,zak,1.0004768371582031,0.5002384185791016,0.9867361783981323,0.9992437958717346,0,2.0,0.9954931139945984,0.4977465569972992
