best_val_rmse_mean,best_val_rmse_std,dataset,fit_mean,fit_std,gamma,mae_mean,mae_std,n_runs,nrmse_mean,nrmse_std,param,parameter_count_mean,parameter_count_std,r2_mean,r2_std,rmse_mean,rmse_std
3.947676420211792,0.0,Three-Tanks (local),35.24302291870117,0.0,2.0,3.362905502319336,0.0,1,0.6475698351860046,0.0,l2ru,1652.0,0.0,0.5799899697303772,0.0,4.119681358337402,0.0
4.1094794273376465,0.0,Three-Tanks (local),32.98097610473633,0.0,2.0,3.5706875324249268,0.0,1,0.670190155506134,0.0,zak,1975.0,0.0,0.5495771169662476,0.0,4.327974796295166,0.0
