best_val_rmse_mean,best_val_rmse_std,dataset,fit_mean,fit_std,gamma_fixed_mean,gamma_fixed_std,mae_mean,mae_std,n_runs,nrmse_mean,nrmse_std,param,parameter_count_mean,parameter_count_std,r2_mean,r2_std,regime,regime_pretty,rmse_mean,rmse_std,trained_global_gamma_mean,trained_global_gamma_std
0.8919110894203186,0.0,Cascaded Tanks,57.92856216430664,0.0,,,0.7793145179748535,0.0,1,0.4207143485546112,0.0,l2ru,456.0,0.0,0.8229994177818298,0.0,accuracy_trainable_gamma,Accuracy regime ($\gamma$ trainable),0.8919110894203186,0.0,3.411742687225342,0.0
1.3046690225601196,0.0,Cascaded Tanks,38.458778381347656,0.0,,,1.15450918674469,0.0,1,0.6154122352600098,0.0,zak,464.0,0.0,0.6212677955627441,0.0,accuracy_trainable_gamma,Accuracy regime ($\gamma$ trainable),1.3046690225601196,0.0,3.997551202774048,0.0
1.3645251989364624,0.0,Cascaded Tanks,35.63535690307617,0.0,2.0,0.0,1.2148746252059937,0.0,1,0.6436463594436646,0.0,l2ru,455.0,0.0,0.5857193470001221,0.0,robustness_fixed_gamma,Robustness regime ($\gamma=2$ fixed),1.3645251989364624,0.0,,
1.6370676755905151,0.0,Cascaded Tanks,22.779537200927734,0.0,2.0,0.0,1.4452663660049438,0.0,1,0.7722046375274658,0.0,zak,463.0,0.0,0.40369993448257446,0.0,robustness_fixed_gamma,Robustness regime ($\gamma=2$ fixed),1.6370676755905151,0.0,,
