best_val_rmse,dataset,fit,gamma,mae,nrmse,param,parameter_count,r2,rmse,seed
3.947676420211792,Three-Tanks (local),35.24302291870117,2.0,3.362905502319336,0.6475698351860046,l2ru,1652,0.5799899697303772,4.119681358337402,0
4.1094794273376465,Three-Tanks (local),32.98097610473633,2.0,3.5706875324249268,0.670190155506134,zak,1975,0.5495771169662476,4.327974796295166,0
